,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue id,Venue Category
735,75034,33.1626066,-96.865905,Blue Goose Cantina,33.15527645152549,-96.83948482867179,4cc02249ee009521ee4bfd24,Mexican Restaurant
1088,75069,33.165171,-96.629944,Allen Americans,33.12743867013594,-96.65465009241014,4cc60f90c844721e26abf201,Hockey Arena
1277,75071,33.2324328,-96.6718598,Stailey's Hair & Nails,33.21260846983122,-96.62557643138257,4ccb0a47566aa093d84518fd,Nail Salon
1299,75071,33.2324328,-96.6718598,North Park,33.222232,-96.614765,4cd5675967c7236a78851277,Baseball Field
168,75024,33.071913,-96.8242602,Ovation Boutiques,33.048387968773525,-96.83148136062711,4cd6e26f89eb6dcb95f0311e,Cosmetics Shop
14,75023,33.014132,-96.6931235,McAlister's Deli,33.00989012400478,-96.70896088516459,4cdd7d97a1bba35dd2aba0e5,Deli / Bodega
1101,75070,33.1787952119977,-96.6810031311438,Choice Beverage,33.173207161846115,-96.67783162748668,4cdf017170bba1cde90b64c4,Food & Drink Shop
462,75075,33.025501943712,-96.7440978471312,PGA Tour Superstore,33.00772374365469,-96.70952472716627,4cdf2a9a7e2e236a6a01841b,Sporting Goods Shop
1195,75070,33.1787952119977,-96.6810031311438,Fuzzy's Taco Shop,33.171134,-96.643215,4ce03eb3ffcf37042bb11e82,Mexican Restaurant
581,75093,33.0399256979855,-96.8096675872968,Crate & Barrel,33.02981754,-96.83288869,4ce988a9b9975481e9ba0245,Furniture / Home Store
750,75034,33.1626066,-96.865905,Cinemark Frisco Square and XD,33.150360200237344,-96.83730086272051,4cf68ac01801a1439656ead4,Movie Theater
1059,75069,33.165171,-96.629944,Local Yocal Farm-to-Market,33.19847444398111,-96.6151300288593,4d03c396c2e5370464f2b367,Farmers Market
1105,75070,33.1787952119977,-96.6810031311438,Anytime Fitness,33.17337,-96.67772,4d0ac9569a443704aad1b567,Gym / Fitness Center
408,75075,33.025501943712,-96.7440978471312,Legacy Salons & Day Spa,33.017642623470444,-96.7352797023312,4d0cf564257d6dcbfa1f9967,Cosmetics Shop
818,75035,33.1406759763169,-96.778205234649,Thai Green Village,33.137350469301985,-96.80596176593038,4d0d6a123905b1f79c599a4b,Chinese Restaurant
1355,75072,33.1915366265987,-96.7545488535702,"MOOYAH Burgers, Fries & Shakes",33.214067,-96.734056,4d0fae1bba378cfab5b37293,American Restaurant
1009,75069,33.165171,-96.629944,Nothing Bundt Cakes,33.17222284069055,-96.64532803274409,4d14f10f401db60c7681dca4,Bakery
578,75093,33.0399256979855,-96.8096675872968,Chick-fil-A,33.0311109,-96.8327901,4d14f45f8312236acbb24eba,Fast Food Restaurant
565,75093,33.0399256979855,-96.8096675872968,Louis Vuitton,33.0302736,-96.8315576,4d15048c401db60c0e22dda4,Boutique
1302,75072,33.1915366265987,-96.7545488535702,WestRidge Subdivisions,33.193224296029065,-96.74433687855145,4d1a06c985fc6dcbdf32c24e,Park
1126,75070,33.1787952119977,-96.6810031311438,Bed Bath & Beyond,33.1727095,-96.6432975,4d1a1f7e731976ebbaaa09dc,Furniture / Home Store
1234,75071,33.2324328,-96.6718598,Big Tony's Pizza Tavern,33.216331978333606,-96.63211134784923,4d23a4ffdcf4224ba63f9d76,Bar
1394,75072,33.1915366265987,-96.7545488535702,Hollywood Nails & Spa,33.17380419521817,-96.70053690999309,4d28e9f08292236ada061ebb,General Entertainment
286,75025,33.0875339911856,-96.7446683423545,Manna Donuts,33.08505899638872,-96.7124465043724,4d29cb30c406721eeb357eb6,Bakery
444,75075,33.025501943712,-96.7440978471312,The Spa at II Creeks,32.991269051678955,-96.72784864601817,4d31c7d8c6cba35d867b1a7a,Cosmetics Shop
467,75075,33.025501943712,-96.7440978471312,Densetsu Japanese Restaurant,33.05576343896892,-96.7725650701142,4d34d98772a8b1f7a847b4d0,Japanese Restaurant
159,75024,33.071913,-96.8242602,Matador Meat & Wine,33.088869178869814,-96.80447253428923,4d5ffbcd5b276dcb6d640fc6,Butcher
1252,75071,33.2324328,-96.6718598,CVS pharmacy,33.216330965940024,-96.6446534879175,4d742efb9d2fa14325fcedd6,Pharmacy
1320,75072,33.1915366265987,-96.7545488535702,Picasso Nails & Spa,33.174857732975155,-96.73484243749647,4d7532cb9d2fa14391e6fcd6,Nail Salon
671,75033,33.1643558838527,-96.8484972508143,Chick-fil-a,33.178205590272434,-96.86922276299057,4d7b70c78f89224b8e6d9026,Fast Food Restaurant
414,75075,33.025501943712,-96.7440978471312,Henry's Homemade Ice Cream,33.03929385744008,-96.75304631884237,4d7bafb6da568cfadaf155ff,Ice Cream Shop
1223,75071,33.2324328,-96.6718598,Collin County Animal Shelter,33.249762269690244,-96.63207626698645,4d7e71c43e50b1f7cb3bcbd3,Pet Store
281,75025,33.0875339911856,-96.7446683423545,Spazo Restaurant and Bar,33.10062673736333,-96.69537899225988,4d80050dab666ea8e34dfec0,Italian Restaurant
995,75036,33.14931365,-96.89679945,Joe's Pizza Pasta and Subs,33.180040562398986,-96.8902427474783,4d813c55e6d7721e686427c7,Pizza Place
209,75025,33.0875339911856,-96.7446683423545,Russell Creek Soccer Fields,33.09700645467003,-96.75933837890625,4d8150dd551ea1cd75722bc5,Soccer Field
1264,75071,33.2324328,-96.6718598,Ulta Beauty,33.21537198890132,-96.63959678792457,4d84f0a3e83fa1430d076fa1,Cosmetics Shop
771,75034,33.1626066,-96.865905,The Depot Cafe,33.15087425799501,-96.82652641420997,4d86063899b78cfa110ddb1f,Diner
574,75093,33.0399256979855,-96.8096675872968,Chipotle Mexican Grill,33.02704160337276,-96.83295899467657,4d9204935f33b1f703637a7e,Mexican Restaurant
137,75024,33.071913,-96.8242602,Edoko Sushi & Robata,33.08737135103078,-96.84052061231337,4d936c1714228cfa3c60637b,Sushi Restaurant
926,75036,33.14931365,-96.89679945,Eldorado Meat Market,33.16890674767451,-96.92298342969798,4d9dee8d7865a093995ef37a,Grocery Store
1120,75070,33.1787952119977,-96.6810031311438,Papa Murphy's,33.165675320050475,-96.6636705478282,4da4bcfcb3e7236a6d034d79,Pizza Place
1283,75071,33.2324328,-96.6718598,Durkin's Pizza,33.21774124719351,-96.6381586433292,4db37b371e7248d1358e6665,Pizza Place
218,75025,33.0875339911856,-96.7446683423545,Bluebonnet trail,33.06150120735887,-96.75087825584593,4df230eb22718759f81a8baf,Trail
837,75035,33.1406759763169,-96.778205234649,Raising Cane's Chicken Fingers,33.111018559899385,-96.80503629679683,4dfbfd696365027ac84a6238,Fried Chicken Joint
569,75093,33.0399256979855,-96.8096675872968,CVS pharmacy,33.027507144904355,-96.82586456925733,4e028fc752b10583352bef08,Pharmacy
1364,75072,33.1915366265987,-96.7545488535702,Ernesto's Fine Mexican Food,33.21499164116369,-96.73495831723754,4e03d88ab61c7592ae6da60b,Mexican Restaurant
147,75024,33.071913,-96.8242602,Tiff's treats,33.09077309186784,-96.8195950542542,4e185783d1648b834830fbf2,Bakery
101,75024,33.071913,-96.8242602,The Capital Grille,33.07836503784686,-96.82321989645831,4e20dc61b0fbdf9ba7a4461d,American Restaurant
598,75093,33.0399256979855,-96.8096675872968,Sip & Savor,33.05116512812184,-96.77081117172669,4e29d8e01fc71966beefc1e0,Bistro
1170,75070,33.1787952119977,-96.6810031311438,Texas Best Gymnastics,33.17319593237644,-96.7033801283928,4e31e37b22719b7d271c179a,Gymnastics Gym
1366,75072,33.1915366265987,-96.7545488535702,Petco,33.17591632725923,-96.73519619395536,4e3c6a1b483b04e17a8845e4,Pet Store
20,75023,33.014132,-96.6931235,Texas Archery Academy,33.00789795364686,-96.70973353868916,4e3d9b5ce4cdab9b9345bad1,Stadium
1312,75072,33.1915366265987,-96.7545488535702,Rosa's Cafe Tortilla Factory,33.1764526400509,-96.73350345505315,4e4f1d1745ddff0031bc4469,Mexican Restaurant
299,75025,33.0875339911856,-96.7446683423545,Anthropologie,33.08773026244887,-96.68384099156702,4e5a861245dd705592a537e7,Women's Store
1005,75069,33.165171,-96.629944,Razzoo's Cajun Cafe,33.168660268524256,-96.64259367641581,4e6183bb8877954de7cedbc4,Cajun / Creole Restaurant
601,75033,33.1643558838527,-96.8484972508143,Costco,33.17179069614749,-96.83732496633725,4e6beef37d8b2c711b10c31e,Warehouse Store
554,75093,33.0399256979855,-96.8096675872968,H&M,33.030374,-96.833279,4e70ac8d52b140871b546811,Clothing Store
525,75093,33.0399256979855,-96.8096675872968,Palio's Pizza Cafe,33.0261124,-96.7951774,4e74c36b88775d593da4a294,Pizza Place
798,75034,33.1626066,-96.865905,Kroger Fuel Station,33.16902403863807,-96.89077131779095,4e85d04e02d58a685e9469d2,Gas Station
971,75036,33.14931365,-96.89679945,Ruff Range Dog Park,33.12288831567116,-96.86091934037678,4e87b1f293ad2dbeb85c0fc7,Dog Run
1146,75070,33.1787952119977,-96.6810031311438,Culver's,33.169642702205586,-96.67215941712442,4e88e376722ebeb18a5ba091,Fast Food Restaurant
1266,75071,33.2324328,-96.6718598,Whataburger,33.217962928650984,-96.73383861780167,4e899b9802d573a28e10a7b0,Burger Joint
421,75075,33.025501943712,-96.7440978471312,Raising Cane's Chicken Fingers,33.01882215524059,-96.71596650155865,4e8c85302c5b6d0b18d44fa1,Fried Chicken Joint
1335,75072,33.1915366265987,-96.7545488535702,Chicken Express,33.17535973650427,-96.73356655071254,4e94d1bbd3e37232efacaaaa,Fried Chicken Joint
402,75075,33.025501943712,-96.7440978471312,Ruang Thai,33.01907254609367,-96.7354726302635,4e9b12934690c2133550ca6b,Thai Restaurant
1096,75069,33.165171,-96.629944,American Eagle Outfitters,33.131259819374286,-96.66199965060237,4ea0ba7e9a520d0ca0bb4643,Clothing Store
1331,75072,33.1915366265987,-96.7545488535702,Ichiban Cuisine,33.20472,-96.73226,4ea1f71d6da1455cac28ea7e,Japanese Restaurant
758,75034,33.1626066,-96.865905,Kroger Marketplace,33.1704496,-96.8914268,4eaf4bfa4690488dabad76c3,Supermarket
1216,75071,33.2324328,-96.6718598,Pho Bistro,33.216665743273545,-96.64001403602211,4eb2c2599a52cc10f6ebe768,Vietnamese Restaurant
262,75025,33.0875339911856,-96.7446683423545,PSA 1,33.06162081458667,-96.77723012009182,4eb53f33f5b94bd85bb81be7,Basketball Court
1297,75071,33.2324328,-96.6718598,Rover Resort Boarding,33.2607776350458,-96.68833453649172,4ebae7170aafc46b983ab725,Pet Service
665,75033,33.1643558838527,-96.8484972508143,Whataburger,33.174412352453714,-96.83851786338431,4ec14f0ac2ee23891e7b63fe,Burger Joint
810,75035,33.1406759763169,-96.778205234649,Nothing Bundt Cakes,33.12133509393889,-96.80740450322213,4ec2c020b8f7a3b7f969fec9,Bakery
1057,75069,33.165171,-96.629944,Dunkin',33.167274218374835,-96.66611831345091,4ede4e15be7be2833c4971b5,Donut Shop
213,75025,33.0875339911856,-96.7446683423545,BMT Forever Nail Spa,33.071541970962365,-96.75254410532624,4edf96ec29c25233b5e8939b,Nail Salon
716,75034,33.1626066,-96.865905,Salsa TexMex,33.1525823705321,-96.86162581040524,4eee354293add02fcd066846,Mexican Restaurant
1180,75070,33.1787952119977,-96.6810031311438,WW (Weight Watchers),33.17520219757489,-96.68358194240184,4eee55b59a52993fb8476bd1,Weight Loss Center
942,75036,33.14931365,-96.89679945,Love Sushi and grill,33.1805954243785,-96.8846870623198,4f034cd69adffb90d0441e12,Sushi Restaurant
1064,75069,33.165171,-96.629944,Zoës Kitchen,33.13100695721151,-96.6487217567839,4f18705ce4b0094a04115604,Mediterranean Restaurant
1138,75070,33.1787952119977,-96.6810031311438,Title Boxing Club,33.198085169650454,-96.68172408124272,4f2190ede4b0d23f2be41734,Gym
571,75093,33.0399256979855,-96.8096675872968,Massage Envy - Preston Park Village,33.0253418,-96.7934159,4f412e92e4b0f4a9fb6503a5,Spa
133,75024,33.071913,-96.8242602,Chipotle Mexican Grill,33.0784746,-96.8203482,4f428105e4b0c868dfb16357,Mexican Restaurant
749,75034,33.1626066,-96.865905,En Fuego Tobacco Shop,33.15126384542201,-96.83395329648663,4f4e41b0e4b0577d81b03477,Smoke Shop
17,75023,33.014132,-96.6931235,Thai's Thumbz,33.001201095661536,-96.68457530204316,4f4ed9bee4b0f7bd4d428eec,Thai Restaurant
937,75036,33.14931365,-96.89679945,ALDI,33.16858301473733,-96.89252189020408,4f4fb3a5e4b0162f4e3a1b0c,Grocery Store
1199,75070,33.1787952119977,-96.6810031311438,"MOOYAH Burgers, Fries & Shakes",33.167328,-96.666295,4f5771a5e4b01d8a9309a049,American Restaurant
292,75025,33.0875339911856,-96.7446683423545,The Nappy Shoppe,33.03986360926239,-96.75568818010014,4f5fba86e4b01989c544d029,Kids Store
964,75036,33.14931365,-96.89679945,Bahama Buck's,33.17178628626123,-96.84670700662974,4f6a46d4e4b03b1d75d2a66d,Dessert Shop
320,75074,33.022388,-96.699102,In-N-Out Burger,33.03466469993902,-96.70491635208506,4f6b35d57bebf48a255dee0f,Burger Joint
34,75023,33.014132,-96.6931235,Cheer Athletics,33.00590459473723,-96.69443967689702,4f7cf895e4b01b2a525d8c13,Gym
552,75093,33.0399256979855,-96.8096675872968,Spec's,33.027070869214675,-96.82688739694827,4f7f3cfde4b06aeda36744d2,Liquor Store
596,75093,33.0399256979855,-96.8096675872968,Z Gallerie,33.03065175,-96.83300085,4f7f6236e4b01cb9cbf0b175,Furniture / Home Store
249,75025,33.0875339911856,-96.7446683423545,Torchy's Tacos,33.101343012987826,-96.68727176031098,4f847949e4b00dd952841509,Taco Place
628,75033,33.1643558838527,-96.8484972508143,Braum's,33.15373784000985,-96.86709488046593,4f85d872e4b0ea7937cd51e1,Ice Cream Shop
1075,75069,33.165171,-96.629944,Taco Bueno,33.12765752111255,-96.64673327716403,4f86eebfe4b05dd5649ed894,Mexican Restaurant
490,75075,33.025501943712,-96.7440978471312,Katy Trail Ice House Outpost,33.02662772613841,-96.78891032099867,4f8b4c59e4b057e28231ff2b,Beer Garden
711,75034,33.1626066,-96.865905,DQ Restaurant (Dairy Queen),33.15213332481189,-96.864763516109,4f9ee7f5e4b0739758e241cb,Fast Food Restaurant
1292,75071,33.2324328,-96.6718598,CVS pharmacy,33.220375303230675,-96.63817732573783,4faacff8e4b0d040d840893d,Pharmacy
1363,75072,33.1915366265987,-96.7545488535702,Great Clips,33.17646173570728,-96.73510059714317,4fad47a2e4b08da80a4a9fcf,Salon / Barbershop
1276,75071,33.2324328,-96.6718598,Starbucks,33.220671336503884,-96.63810338555884,4fc9457ed4f24895b4467aba,Coffee Shop
940,75036,33.14931365,-96.89679945,Starbucks,33.17032223448507,-96.89112274804377,4fc94582d4f24895b4467f00,Coffee Shop
481,75075,33.025501943712,-96.7440978471312,Urban Rio Cantina & Grill,33.01833523354663,-96.70044556597084,4fd74ebdbe77b2ffdcee93b8,Mexican Restaurant
1044,75069,33.165171,-96.629944,Snug Cafe!,33.19764776809158,-96.61568413186637,4ff5bee6e4b009b18e84125b,Sandwich Place
205,75025,33.0875339911856,-96.7446683423545,Rusty Taco,33.08636566246097,-96.77131951482588,4ffabbc8e4b07fe947add80b,Taco Place
166,75024,33.071913,-96.8242602,Victoria's Secret PINK,33.09923763343819,-96.81148995539549,4ffdbfce5d2436ca2d665d0f,Lingerie Store
782,75034,33.1626066,-96.865905,QuikTrip,33.16777787283427,-96.88982989849696,50054560e4b0cc163941b555,Convenience Store
941,75036,33.14931365,-96.89679945,7-Eleven,33.1531947,-96.8913292,500eeb006de406feaec69d15,Convenience Store
337,75074,33.022388,-96.699102,Plano Tortilla & Tamale Factory,33.02416252623217,-96.70043800264668,5016c091e4b0abd876b8e3fb,Mexican Restaurant
1314,75072,33.1915366265987,-96.7545488535702,Mesa's Mexican Grill,33.21924415201613,-96.77282950302633,5026f41be4b0f23b01a99397,Mexican Restaurant
463,75075,33.025501943712,-96.7440978471312,Trader Joe's,33.029319892351225,-96.79331933155652,5028140ce4b07270849f6fe8,Grocery Store
1398,75072,33.1915366265987,-96.7545488535702,Papa John's Pizza,33.219366,-96.77269799999999,5033e02fe4b0488f30b7fce6,Pizza Place
949,75036,33.14931365,-96.89679945,Little Elm Rec Center,33.165090683528916,-96.93987594171382,50460d18e0e2f374a77bf92c,Athletics & Sports
817,75035,33.1406759763169,-96.778205234649,Jet's Pizza,33.137519,-96.806174,50494eece4b08c480503b5bf,Pizza Place
120,75024,33.071913,-96.8242602,Boardroom Salon for Men - Shops at Legacy,33.077441282091776,-96.82082624514396,504cde02e4b0c4f4a472852a,Salon / Barbershop
417,75075,33.025501943712,-96.7440978471312,Kolache Factory,33.01543284588403,-96.76723773032721,504f3a17e4b0ac712179b401,Bakery
634,75033,33.1643558838527,-96.8484972508143,Pizzeria Testa,33.15063538801641,-96.83575290510306,5058b70be4b0b100c6e4ed1d,Pizza Place
511,75093,33.0399256979855,-96.8096675872968,"Half Price Books, Records & Magazines",33.03110631369905,-96.79360954060519,505e7334e4b069649f0d6e9a,Bookstore
1272,75071,33.2324328,-96.6718598,European Wax Center,33.219854,-96.638612,507482b2f470b2607b05760f,Health & Beauty Service
1058,75069,33.165171,-96.629944,Pie Five Pizza Co.,33.12921712345691,-96.65605064001605,507c46a1e4b03bba61f5f678,Pizza Place
733,75034,33.1626066,-96.865905,Jersey Mike's Subs,33.175693,-96.841917,507f03dce4b0efb147c08489,Sandwich Place
639,75033,33.1643558838527,-96.8484972508143,Simply Thai Bistro,33.15102777034824,-96.82581832468233,50843c7ce4b0ec60c638d20f,Thai Restaurant
548,75093,33.0399256979855,-96.8096675872968,Pluckers Wing Bar,33.043485,-96.793784,5091bc24e4b0192dd62d96cf,Wings Joint
826,75035,33.1406759763169,-96.778205234649,Academy Sports + Outdoors,33.112529,-96.8027973,50950a62e4b0cb1b3192341f,Sporting Goods Shop
1094,75069,33.165171,-96.629944,RaceTrac,33.13061,-96.664143,50992780e4b01908116e9e94,Gas Station
498,75075,33.025501943712,-96.7440978471312,Nothing Bundt Cakes,33.02816624877139,-96.79357446378901,50a82121e4b006e1c1f94fa0,Bakery
934,75036,33.14931365,-96.89679945,Texas Family Fitness - West Frisco,33.15198073457443,-96.88938854286903,50aa80c6e4b0f076613b4e11,Gym
177,75024,33.071913,-96.8242602,Home2 Suites by Hilton Dallas-Frisco,33.09616382067374,-96.81545823812485,50bec8d1e4b0c148fe06f67a,Hotel
746,75034,33.1626066,-96.865905,Frisco Gun Club,33.174174803558586,-96.82813574943313,50c895258055315b20513271,Gun Range
553,75093,33.0399256979855,-96.8096675872968,Lush Fresh Handmade Cosmetics,33.03085719240846,-96.83220204524676,50d4fe77e4b088aa22dd8727,Cosmetics Shop
98,75023,33.014132,-96.6931235,Señor Chachote,32.98453999213493,-96.68192020885088,50f7615fe4b0d11635c0dd4d,Mexican Restaurant
518,75093,33.0399256979855,-96.8096675872968,Flywheel Sports - Plano,33.0431553,-96.8276259,50f8a310e4b0f0c81cef7f9c,Gym / Fitness Center
887,75035,33.1406759763169,-96.778205234649,Fuzzy's Taco Shop,33.100977,-96.802137,50fd8c92e4b05d91380291ec,Mexican Restaurant
102,75024,33.071913,-96.8242602,Kenny's Smokehouse,33.07763901676075,-96.82083580597835,50fdab96e4b04512af9f0641,BBQ Joint
1391,75072,33.1915366265987,-96.7545488535702,JC's Burger House,33.20068634068378,-96.70752217793036,5116b480e4b081062ac82592,Burger Joint
266,75025,33.0875339911856,-96.7446683423545,Watters Creek Golf Course,33.0741528917443,-96.69223532292219,511bf984e4b0dc0dc2a7f1c1,Golf Course
868,75035,33.1406759763169,-96.778205234649,Estilo Gaúcho Brazilian Steakhouse,33.097071,-96.808962,51242011e4b0a49752bf1fe5,Brazilian Restaurant
969,75036,33.14931365,-96.89679945,Kroger Fuel Center,33.152650019551274,-96.86343995237905,5128f3c2e4b03a531cda25c4,Gas Station
1241,75071,33.2324328,-96.6718598,Raising Cane's Chicken Fingers,33.21739177232725,-96.63511016514829,51353b5fe4b0939b4de02495,Fried Chicken Joint
509,75093,33.0399256979855,-96.8096675872968,"MOOYAH Burgers, Fries & Shakes",33.042594,-96.791729,513a54b7e4b0ec864e492e61,American Restaurant
540,75093,33.0399256979855,-96.8096675872968,Costco Food Court,33.02412152330881,-96.83120501541278,5140c3cfe4b0e52a4c2f8842,Food Court
814,75035,33.1406759763169,-96.778205234649,Hope Park,33.15378312342159,-96.81357214208845,514a4113e4b0dd976e2585c6,Playground
521,75093,33.0399256979855,-96.8096675872968,Mattison Avenue Salon Suites & Spa,33.0261752,-96.79750829999999,51505516e4b022f354d93357,Massage Studio
217,75025,33.0875339911856,-96.7446683423545,Crossfit 380 South,33.09997376773583,-96.73098888909936,5152d526e4b0cffe8d07e287,Gym
1207,75071,33.2324328,-96.6718598,Bonnie Wenk Dog Park,33.197403797352735,-96.66259306333359,5154cd24e4b01b95f9a5f8bf,Dog Run
1362,75072,33.1915366265987,-96.7545488535702,Gabe Nesbitt Skate Park,33.16968888777605,-96.71141698476346,5155f191e4b02256e0f8d7c6,Skate Park
96,75023,33.014132,-96.6931235,Pearl Cup,32.99231274500441,-96.72733885160429,516300f6e4b05148e4d523b0,Coffee Shop
531,75093,33.0399256979855,-96.8096675872968,Newk's Eatery,33.0446993,-96.8275805,51630b23498eedc7ddb8c4e4,Sandwich Place
717,75034,33.1626066,-96.865905,Yum Asian Bistro,33.17018562497615,-96.88932165714813,51660246e4b0c32fc6c5f4d8,Asian Restaurant
288,75025,33.0875339911856,-96.7446683423545,Krispino Pizza,33.05572364972101,-96.77344145723934,516ad33de4b020b8b8c531cc,Pizza Place
774,75034,33.1626066,-96.865905,Bawarchi Biryani Point,33.175832390314405,-96.84314827962281,516b4718498e05225239b767,Indian Restaurant
979,75036,33.14931365,-96.89679945,Fruitealicious,33.152953074055524,-96.83920893200987,5175ac2be4b05b643e510ea4,Juice Bar
214,75025,33.0875339911856,-96.7446683423545,RaceTrac,33.10169,-96.770796,5177e831e4b0408ba2139307,Gas Station
362,75074,33.022388,-96.699102,Jin Korean BBQ Plano,33.03957286683217,-96.6971628105355,5187f95f498e33fb78f8efbd,Korean Restaurant
1205,75071,33.2324328,-96.6718598,QuikTrip,33.229502458805364,-96.63173749215632,5196af1f498e730765616e24,Convenience Store
419,75075,33.025501943712,-96.7440978471312,Central Market,33.0021965,-96.7646127,51aa0f72498e226496563141,Gourmet Shop
895,75035,33.1406759763169,-96.778205234649,Norma's Cafe,33.10316447569859,-96.81208408998421,51abd9fc498e6daa7b162bbf,Southern / Soul Food Restaurant
1226,75071,33.2324328,-96.6718598,Blue Goose Cantina,33.22058684084566,-96.63432425386002,51afd2d0498e453c3e2f9904,Mexican Restaurant
997,75036,33.14931365,-96.89679945,"MOOYAH Burgers, Fries & Shakes",33.153326,-96.842,51c39653498e89880cbca519,American Restaurant
2,75023,33.014132,-96.6931235,Fourteen Eighteen Coffeehouse,33.019324271949316,-96.69914566465712,51c660b75019c02f1e486ae3,Coffee Shop
792,75034,33.1626066,-96.865905,Pei Wei,33.153348,-96.842468,51e09705498ec69547bdcdc1,Asian Restaurant
708,75034,33.1626066,-96.865905,Freebirds World Burrito,33.153359194948,-96.84175997972488,51e6ec798bbd274dcb6e7897,Mexican Restaurant
1282,75071,33.2324328,-96.6718598,Taco Bueno,33.21914199767481,-96.73351691069252,51e7f9de498e436be1dcfe61,Taco Place
983,75036,33.14931365,-96.89679945,Anytime Fitness,33.17040367,-96.89035517,51ec0d32498e748668fc4c09,Gym / Fitness Center
152,75024,33.071913,-96.8242602,eatZi's Market & Bakery,33.045877729552885,-96.82780382024491,51ec0eca498e0467e38b1044,Bakery
409,75075,33.025501943712,-96.7440978471312,The Latin Pig,33.039993511945646,-96.73351273675958,51f2bb24498ebc48479809c2,Cuban Restaurant
1054,75069,33.165171,-96.629944,Pho Que Huong,33.1729958231361,-96.63720192071246,51fb1304498ef99697dc947b,Asian Restaurant
622,75033,33.1643558838527,-96.8484972508143,Pie Five Pizza,33.15344613713699,-96.84216393887324,51fd51fc498ed0b6ab8a2c70,Pizza Place
122,75024,33.071913,-96.8242602,Kendra Scott,33.0774,-96.821856,52014ccc454a0487c24b187d,Jewelry Store
380,75074,33.022388,-96.699102,Hobby Town USA,33.040905,-96.703825,5214dccb11d229bcd5bf46a5,Hobby Shop
720,75034,33.1626066,-96.865905,Calloway's Nursery,33.160252206162255,-96.89016406425282,5222442d11d2264c1910747a,Garden Center
182,75024,33.071913,-96.8242602,Taverna Rossa Craft Pizza & Beer,33.05106345820344,-96.79524053519664,52268a1411d23681162c58eb,Pizza Place
211,75025,33.0875339911856,-96.7446683423545,Ferrari's Pizzeria,33.07367059961444,-96.77111611215838,522a565b11d2b45ff2cfb711,Pizza Place
907,75036,33.14931365,-96.89679945,McCord Park,33.16518335315251,-96.89192884421355,522b2cc911d2b982b0f2cb30,Park
966,75036,33.14931365,-96.89679945,Tom Thumb,33.124498,-96.890895,5231240f498e48045f5ed050,Market
1304,75072,33.1915366265987,-96.7545488535702,Sprouts Farmers Market,33.20227879279956,-96.735158264637,5231aec111d213f9963a368b,Market
119,75024,33.071913,-96.8242602,Zoës Kitchen,33.07811991219083,-96.82013085551993,5231f87a11d2d7ba8179cdf5,Mediterranean Restaurant
1072,75069,33.165171,-96.629944,Mellow Mushroom,33.197152,-96.614177,52338f8411d2a776ee45e41e,Pizza Place
866,75035,33.1406759763169,-96.778205234649,Eight 11,33.1505522362917,-96.82288580547561,523393a211d27fbaad69a504,Lounge
239,75025,33.0875339911856,-96.7446683423545,Jimmy's Big Burgers,33.05891309500061,-96.74972355164526,5234cfad11d268061c468dbe,Fast Food Restaurant
1273,75071,33.2324328,-96.6718598,Jungle Burger,33.199594,-96.637003,52362b8411d2c78afa79781f,Burger Joint
466,75075,33.025501943712,-96.7440978471312,Sweet Firefly,32.9914691822204,-96.72784640610828,5245c321498ef97750bd7bfb,Ice Cream Shop
1189,75070,33.1787952119977,-96.6810031311438,Jersey Mike's Subs,33.176402,-96.735008,524f4b2711d2b083600fb34f,Sandwich Place
885,75035,33.1406759763169,-96.778205234649,Tai Sushi House,33.15314973506685,-96.72317017827217,525ad557498e2e086777e5a0,Sushi Restaurant
155,75024,33.071913,-96.8242602,iFly Indoor Skydiving,33.09541529467004,-96.81232586336162,5260035a11d2fc3c51d247d7,Theme Park Ride / Attraction
609,75033,33.1643558838527,-96.8484972508143,Eddie's Napolis Ristorante Italiano,33.15178774993408,-96.86327283664296,526b285311d2a71868713db1,Italian Restaurant
996,75036,33.14931365,-96.89679945,I ❤️ Phô,33.17662796083883,-96.88603323420348,526eb64111d2e061fd5435c1,Vietnamese Restaurant
13,75023,33.014132,-96.6931235,Texas Restaurant,33.00193784847625,-96.68799506855245,52798f1411d2f9d67dfea6cc,Steakhouse
727,75034,33.1626066,-96.865905,QuikTrip,33.175527239779576,-96.83857204120075,527be37211d2138f2849daf4,Convenience Store
8,75023,33.014132,-96.6931235,Total Wine & More,33.0103373,-96.7097292,527c1d5d11d261bfe0b6755f,Wine Shop
485,75075,33.025501943712,-96.7440978471312,H Mart,33.03901155695478,-96.69705910986846,527d2437498e205283af7a43,Supermarket
1023,75069,33.165171,-96.629944,Emporium Pies,33.1969687299106,-96.61491335558995,5283e33a498e36eda04f1cdf,Pie Shop
1133,75070,33.1787952119977,-96.6810031311438,Bonnie Wenk Park,33.19808167943317,-96.66112096647004,52a8c61e11d228b251a2e7ee,Trail
97,75023,33.014132,-96.6931235,K-Town Food Court,33.03878563128608,-96.69686867131797,52ab75bf498ed3229f83352d,Korean Restaurant
695,75033,33.1643558838527,-96.8484972508143,Urban Air Trampoline and Adventure Park,33.16702957134029,-96.82599082583275,52acca9a11d27fed0d2fb2d2,Playground
